order_id,order_date,customer_id,product_id,warehouse_id,quantity,sales_amount,discount,delivery_days
O32070,2026-04-08,C0937,P0336,W002,1,2287.83,0.25,5
O32071,2025-06-11,C0307,P0452,W001,3,14175.32,0.06,7
O32072,2024-07-07,C0010,P0188,W004,4,7476.75,0.25,14
O32073,2026-01-26,C4197,P0340,W005,8,53575.78,0.13,4
O32074,2026-04-12,C3306,P0147,W001,9,41704.51,0.16,9
O32075,2024-11-07,C3923,P0421,W003,6,18866.88,0.17,1
O32076,2024-09-13,C1330,P0351,W002,6,35513.51,0.04,2
O32077,2026-03-11,C4760,P0047,W004,7,24624.17,0.17,5
O32078,2025-06-16,C1406,P0175,W004,10,54004.0,0.2,12
O32079,2025-09-17,C1242,P0254,W004,5,16400.74,0.11,7
O32080,2025-02-17,C3892,P0129,W002,10,12761.45,0.14,7
O32081,2026-04-30,C3021,P0001,W002,10,3345.93,0.18,13
O32082,2025-07-17,C1186,P0045,W005,5,22136.54,0.23,8
O32083,2025-05-02,C0082,P0194,W004,8,36955.76,0.21,1
O32084,2026-01-31,C0047,P0106,W001,8,27016.96,0.17,7
O32085,2025-07-15,C4193,P0307,W003,2,10312.64,0.02,12
O32086,2025-12-19,C1393,P0381,W004,10,24344.16,0.04,6
O32087,2024-08-09,C4318,P0477,W003,6,38360.37,0.13,14
O32088,2024-10-13,C0721,P0394,W005,8,19414.89,0.11,9
O32089,2026-02-23,C3743,P0010,W005,8,40753.31,0.13,8
O32090,2025-12-23,C3601,P0077,W004,4,14422.23,0.04,1
O32091,2025-01-12,C3346,P0465,W003,9,18199.67,0.24,3
O32092,2025-12-13,C2299,P0040,W004,7,45205.44,0.03,9
O32093,2025-01-24,C4498,P0182,W005,9,29252.18,0.13,2
O32094,2026-04-07,C2993,P0146,W001,10,54419.17,0.14,13
O32095,2025-05-13,C0778,P0299,W001,5,18055.09,0.16,13
O32096,2024-12-13,C3866,P0206,W001,9,46606.9,0.13,15
O32097,2026-03-14,C4205,P0049,W001,10,16919.73,0.14,13
O32098,2025-05-29,C1741,P0078,W003,7,40675.14,0.16,13
O32099,2025-06-23,C2144,P0390,W005,8,5350.53,0.18,12
O32100,2025-03-29,C1412,P0117,W001,3,2747.16,0.13,11
O32101,2025-01-11,C0921,P0240,W002,10,45897.43,0.16,14
O32102,2025-11-13,C3300,P0173,W004,6,31674.2,0.08,3
O32103,2025-08-23,C2401,P0112,W004,9,22352.35,0.05,2
O32104,2025-02-04,C0506,P0370,W001,2,5933.03,0.04,10
O32105,2025-07-01,C3711,P0406,W004,9,17707.34,0.19,9
O32106,2026-01-11,C0298,P0058,W002,7,45297.34,0.21,2
O32107,2026-04-29,C0216,P0413,W001,1,2524.47,0.22,6
O32108,2025-02-14,C2057,P0493,W003,8,14824.56,0.25,10
O32109,2025-12-03,C1620,P0398,W004,10,43681.28,0.2,4
O32110,2025-12-13,C2370,P0377,W001,7,27995.17,0.14,2
O32111,2024-07-31,C3321,P0446,W005,10,7072.08,0.03,12
O32112,2024-07-17,C3756,P0302,W004,10,44557.34,0.04,15
O32113,2026-03-07,C2203,P0138,W004,10,74457.49,0.03,2
O32114,2025-08-25,C0906,P0207,W004,9,23566.18,0.06,15
O32115,2024-10-09,C2579,P0230,W001,1,810.99,0.01,15
O32116,2025-08-30,C3176,P0053,W004,7,25456.1,0.1,3
O32117,2025-05-09,C1282,P0281,W004,10,56723.83,0.13,6
O32118,2026-03-18,C2261,P0032,W005,1,1481.94,0.19,13
O32119,2025-12-11,C3247,P0240,W005,1,4862.94,0.11,7
O32120,2025-04-10,C0384,P0156,W001,6,10952.91,0.15,9
O32121,2026-01-23,C1694,P0253,W003,6,9816.21,0.22,2
O32122,2026-01-25,C4692,P0224,W003,8,13349.23,0.22,6
O32123,2025-04-01,C4165,P0244,W005,3,10306.75,0.08,4
O32124,2026-03-12,C4296,P0451,W002,1,629.8,0.18,11
O32125,2026-05-20,C4639,P0471,W005,5,20731.36,0.2,9
O32126,2024-07-16,C1662,P0339,W005,1,6795.28,0.08,12
O32127,2024-12-27,C4769,P0422,W004,5,26623.69,0.03,11
O32128,2025-11-08,C2724,P0410,W003,9,13769.46,0.18,2
O32129,2025-09-28,C2478,P0337,W005,2,8814.36,0.14,2
O32130,2025-11-01,C4526,P0044,W002,7,28399.92,0.21,3
O32131,2025-09-23,C1114,P0332,W001,5,20312.92,0.18,6
O32132,2024-07-17,C4090,P0256,W002,8,39782.07,0.11,15
O32133,2024-07-10,C1214,P0028,W003,1,1672.16,0.0,11
O32134,2025-12-08,C1892,P0281,W005,9,51638.24,0.12,3
O32135,2025-07-03,C4439,P0308,W001,8,7225.27,0.15,2
O32136,2025-08-21,C0062,P0275,W002,8,15583.17,0.19,2
O32137,2026-03-17,C3074,P0254,W005,7,20381.15,0.21,15
O32138,2025-09-06,C1822,P0269,W005,1,3704.34,0.06,9
O32139,2025-01-07,C2119,P0155,W001,6,18362.84,0.25,10
O32140,2025-02-17,C4249,P0283,W005,10,30227.48,0.24,15
O32141,2025-06-04,C0852,P0031,W005,2,13926.61,0.08,13
O32142,2024-12-07,C0115,P0332,W001,1,4211.21,0.15,2
O32143,2026-01-24,C4888,P0068,W003,9,7381.39,0.22,12
O32144,2025-01-29,C1262,P0429,W004,10,35977.28,0.2,2
O32145,2025-01-23,C3923,P0407,W001,7,11494.87,0.06,6
O32146,2024-10-13,C2956,P0182,W004,4,11207.73,0.25,13
O32147,2025-09-19,C1567,P0482,W005,8,22853.07,0.18,9
O32148,2025-05-23,C3873,P0359,W003,1,2723.31,0.1,11
O32149,2026-03-02,C3092,P0054,W001,10,24353.79,0.03,8
O32150,2024-06-24,C4722,P0122,W002,4,17279.87,0.22,1
O32151,2024-09-29,C4777,P0156,W004,6,12756.92,0.01,15
O32152,2025-04-05,C1597,P0031,W003,7,50332.59,0.05,1
O32153,2024-12-18,C1449,P0219,W002,6,11424.84,0.04,7
O32154,2025-05-19,C4870,P0398,W001,8,35818.65,0.18,12
O32155,2025-12-08,C2454,P0465,W005,4,9685.2,0.09,2
O32156,2026-01-07,C3643,P0094,W003,5,23185.56,0.08,6
O32157,2025-09-29,C4675,P0420,W002,10,25883.65,0.08,14
O32158,2025-01-27,C1369,P0206,W002,1,5416.64,0.09,10
O32159,2025-02-11,C2183,P0296,W003,9,26881.47,0.1,8
O32160,2025-03-27,C0952,P0386,W003,8,36235.74,0.11,9
O32161,2024-09-18,C2756,P0399,W001,1,1648.88,0.23,1
O32162,2024-07-19,C4928,P0118,W003,3,13494.86,0.24,4
O32163,2024-07-13,C1632,P0074,W003,9,46411.57,0.01,1
O32164,2025-01-13,C3535,P0419,W002,4,11743.48,0.03,7
O32165,2024-10-23,C0946,P0092,W003,9,38221.13,0.13,6
O32166,2024-09-29,C3452,P0493,W002,5,10994.88,0.11,3
O32167,2024-12-21,C1417,P0361,W005,1,3953.08,0.02,1
O32168,2026-03-08,C3114,P0072,W003,1,2759.73,0.21,2
O32169,2025-09-09,C2868,P0086,W004,4,6641.16,0.23,11
O32170,2024-12-21,C4840,P0388,W002,2,11604.96,0.12,8
O32171,2025-10-03,C2776,P0353,W003,7,29558.73,0.11,3
O32172,2026-04-13,C2149,P0226,W005,6,20326.12,0.17,9
O32173,2025-05-17,C2503,P0198,W002,1,5850.36,0.18,13
O32174,2026-02-02,C3459,P0330,W001,4,22787.86,0.06,11
O32175,2025-05-26,C2729,P0277,W004,6,20525.26,0.15,6
O32176,2025-08-27,C2983,P0276,W002,5,15196.08,0.04,12
O32177,2026-06-07,C0152,P0006,W003,7,30391.23,0.15,11
O32178,2024-08-16,C3380,P0413,W003,10,31070.4,0.04,15
O32179,2025-04-12,C1422,P0322,W001,5,6958.6,0.21,15
O32180,2024-10-01,C0786,P0006,W001,8,32281.11,0.21,13
O32181,2025-02-26,C3256,P0117,W002,4,4210.2,0.0,4
O32182,2025-09-17,C3031,P0385,W002,6,32982.06,0.21,14
O32183,2024-08-31,C1439,P0430,W002,5,12632.4,0.1,9
O32184,2025-03-17,C0555,P0441,W003,1,5805.64,0.02,3
O32185,2025-03-15,C0396,P0295,W004,8,39457.19,0.11,12
O32186,2025-05-05,C0723,P0381,W002,8,17852.38,0.12,4
O32187,2024-08-12,C4293,P0355,W005,6,45440.64,0.03,10
O32188,2026-02-06,C4525,P0067,W003,8,6027.53,0.17,12
O32189,2024-10-31,C3078,P0230,W003,2,1359.84,0.17,14
O32190,2026-03-27,C0072,P0011,W004,2,7606.63,0.21,12
O32191,2026-02-19,C3370,P0368,W005,2,1614.21,0.25,15
O32192,2026-03-10,C1621,P0415,W005,5,19868.43,0.22,3
O32193,2024-10-16,C2310,P0290,W001,1,4074.2,0.05,14
O32194,2025-03-15,C1824,P0295,W001,2,9864.3,0.11,11
O32195,2026-02-01,C4095,P0312,W004,6,20606.91,0.09,5
O32196,2024-08-23,C1492,P0086,W002,6,9961.74,0.23,7
O32197,2026-03-26,C1468,P0471,W004,8,41048.09,0.01,14
O32198,2025-09-11,C3048,P0061,W004,9,43864.1,0.16,2
O32199,2024-07-19,C2022,P0412,W002,5,6117.28,0.18,12
O32200,2025-11-03,C0918,P0082,W003,8,31032.32,0.2,3
O32201,2024-10-09,C4048,P0372,W001,5,31456.65,0.07,1
O32202,2024-10-06,C1992,P0252,W002,2,8455.2,0.23,1
O32203,2024-11-25,C1358,P0150,W002,8,11646.16,0.02,7
O32204,2025-10-26,C0782,P0258,W001,8,52699.75,0.07,6
O32205,2024-08-28,C2304,P0143,W001,4,21169.14,0.16,15
O32206,2025-02-26,C4695,P0064,W004,1,3601.12,0.18,15
O32207,2024-09-17,C4064,P0146,W002,3,16325.75,0.14,6
O32208,2026-02-08,C1236,P0020,W001,8,48630.1,0.08,6
O32209,2024-07-09,C3531,P0050,W003,1,4095.96,0.21,3
O32210,2025-03-01,C0454,P0492,W001,6,19264.43,0.03,6
O32211,2025-06-09,C4567,P0065,W003,2,3522.3,0.24,10
O32212,2024-07-01,C2522,P0220,W005,4,20021.87,0.18,1
O32213,2025-04-29,C2596,P0113,W001,1,3031.61,0.08,10
O32214,2026-02-19,C1749,P0008,W002,9,42378.1,0.18,6
O32215,2026-02-23,C4287,P0412,W004,6,6714.09,0.25,2
O32216,2025-05-31,C2972,P0174,W002,6,19380.44,0.22,1
O32217,2025-03-18,C4076,P0356,W005,10,28656.33,0.24,14
O32218,2024-12-01,C0510,P0485,W005,9,15233.36,0.04,1
O32219,2025-07-13,C1628,P0306,W005,8,32118.48,0.17,6
O32220,2025-12-02,C3564,P0305,W003,8,27482.06,0.11,7
O32221,2025-02-22,C2290,P0455,W003,8,55161.13,0.07,2
O32222,2025-09-06,C4131,P0344,W001,6,8639.04,0.0,3
O32223,2025-06-29,C1072,P0198,W005,6,38954.81,0.09,12
O32224,2025-03-29,C3284,P0376,W004,10,50239.4,0.03,12
O32225,2024-09-03,C4052,P0218,W004,10,7594.97,0.08,12
O32226,2026-02-09,C0048,P0495,W003,8,34434.59,0.04,5
O32227,2025-08-07,C3145,P0160,W004,8,33744.79,0.08,8
O32228,2025-02-09,C2690,P0179,W003,9,63563.79,0.06,4
O32229,2026-04-19,C1200,P0007,W001,3,16742.0,0.1,8
O32230,2024-11-07,C4260,P0439,W005,9,53328.13,0.1,12
O32231,2024-09-20,C4503,P0133,W004,9,23224.8,0.14,5
O32232,2025-06-07,C1163,P0347,W003,10,51199.84,0.14,9
O32233,2025-04-09,C3050,P0238,W005,5,20949.86,0.14,4
O32234,2026-02-03,C4580,P0365,W002,6,10334.66,0.07,11
O32235,2026-04-05,C3253,P0121,W005,6,5811.54,0.24,10
O32236,2026-02-01,C1430,P0364,W005,1,8517.71,0.04,14
O32237,2025-06-02,C3574,P0494,W002,5,23133.22,0.17,9
O32238,2025-09-05,C4262,P0165,W004,2,4764.81,0.18,11
O32239,2026-02-10,C1781,P0380,W004,6,34259.8,0.07,14
O32240,2025-11-14,C3727,P0310,W003,2,3981.16,0.12,8
O32241,2025-11-19,C1181,P0473,W002,5,11016.02,0.22,9
O32242,2024-10-23,C0850,P0074,W004,6,24065.26,0.23,11
O32243,2025-08-13,C1868,P0103,W004,1,1119.69,0.24,2
O32244,2026-03-31,C2501,P0288,W003,2,1978.57,0.03,12
O32245,2025-08-16,C0226,P0074,W005,2,8438.47,0.19,6
O32246,2026-01-05,C4595,P0386,W005,10,45803.61,0.1,5
O32247,2024-09-24,C0721,P0477,W001,5,27925.17,0.24,15
O32248,2025-07-13,C4553,P0338,W004,10,14414.81,0.07,14
O32249,2024-09-13,C0682,P0433,W001,9,33016.6,0.03,6
O32250,2025-11-14,C1367,P0028,W004,10,15216.66,0.09,15
O32251,2024-09-05,C1532,P0018,W004,3,6871.05,0.12,12
O32252,2026-04-10,C0566,P0360,W001,6,29253.12,0.14,9
O32253,2024-10-01,C3339,P0203,W005,9,51982.38,0.14,11
O32254,2024-12-15,C2546,P0403,W004,8,7783.92,0.0,8
O32255,2025-10-11,C1211,P0302,W005,10,44557.34,0.04,14
O32256,2025-09-01,C4694,P0242,W002,1,3533.0,0.14,9
O32257,2024-07-29,C3595,P0401,W002,5,21850.86,0.15,6
O32258,2024-09-25,C3283,P0082,W003,4,16873.82,0.13,4
O32259,2025-02-24,C0746,P0247,W003,2,11201.66,0.11,11
O32260,2026-03-23,C2950,P0339,W002,7,51703.19,0.0,11
O32261,2025-07-11,C1107,P0398,W001,2,9937.49,0.09,10
O32262,2025-01-08,C3928,P0040,W005,2,11318.0,0.15,13
O32263,2026-02-17,C4469,P0411,W001,7,48247.11,0.16,11
O32264,2025-09-18,C0862,P0455,W005,4,25801.17,0.13,15
O32265,2026-04-03,C1820,P0228,W003,1,6122.68,0.08,1
O32266,2025-08-11,C3747,P0358,W005,6,19285.4,0.01,11
O32267,2026-04-27,C2655,P0048,W004,5,7315.04,0.21,8
O32268,2025-07-08,C0147,P0101,W001,9,14372.59,0.15,2
O32269,2025-09-28,C4066,P0420,W002,6,15361.38,0.09,9
O32270,2025-07-02,C2694,P0258,W005,7,46112.28,0.07,9
O32271,2026-03-15,C1821,P0289,W004,4,3588.22,0.03,14
O32272,2026-01-05,C2064,P0101,W001,3,5298.13,0.06,5
O32273,2025-01-15,C2292,P0438,W002,3,5078.79,0.11,9
O32274,2025-01-14,C4971,P0391,W002,6,6797.07,0.11,9
O32275,2025-10-13,C3104,P0125,W003,6,7229.64,0.09,10
O32276,2025-09-09,C0142,P0470,W001,6,5272.49,0.14,13
O32277,2025-03-28,C2035,P0148,W001,3,11747.81,0.21,14
O32278,2026-04-07,C3323,P0082,W005,8,29480.7,0.24,7
O32279,2024-12-10,C2610,P0379,W004,3,11721.71,0.07,12
O32280,2025-10-05,C4633,P0193,W001,1,4481.64,0.1,4
O32281,2025-02-16,C0781,P0357,W003,3,6181.85,0.17,10
O32282,2025-12-27,C0589,P0245,W003,3,9956.74,0.1,7
O32283,2026-06-04,C1156,P0074,W003,3,13126.5,0.16,1
O32284,2026-04-03,C1813,P0422,W004,1,4775.8,0.13,15
O32285,2025-05-04,C0795,P0294,W005,7,27624.13,0.11,14
O32286,2025-01-23,C0351,P0206,W005,7,32083.17,0.23,4
O32287,2025-10-12,C4416,P0314,W003,8,2298.64,0.17,11
O32288,2024-08-17,C2406,P0045,W003,10,55772.58,0.03,2
O32289,2026-04-15,C3631,P0373,W005,10,30007.2,0.01,10
O32290,2025-10-02,C3366,P0125,W003,5,5561.26,0.16,9
O32291,2025-08-10,C2686,P0184,W002,8,7912.0,0.15,3
O32292,2025-11-05,C1965,P0281,W001,9,44009.86,0.25,3
O32293,2025-10-02,C3396,P0409,W003,3,13832.31,0.19,5
O32294,2024-09-17,C2213,P0244,W004,2,7319.29,0.02,2
O32295,2024-12-20,C4110,P0429,W001,8,27342.73,0.24,8
O32296,2025-02-09,C3733,P0273,W001,4,11109.98,0.24,8
O32297,2025-04-01,C1965,P0350,W005,7,31671.8,0.07,9
O32298,2024-07-14,C4206,P0158,W002,6,20579.47,0.02,8
O32299,2025-03-03,C0548,P0100,W001,7,14195.99,0.11,12
O32300,2024-08-16,C1392,P0435,W003,3,20969.44,0.05,12
O32301,2024-07-30,C2418,P0040,W005,6,32755.64,0.18,9
O32302,2025-04-03,C2182,P0215,W005,2,8140.08,0.09,14
O32303,2024-12-31,C2282,P0177,W004,6,23928.91,0.2,13
O32304,2025-09-24,C3617,P0158,W004,5,17499.55,0.0,4
O32305,2025-09-01,C2702,P0428,W004,7,11321.58,0.08,6
O32306,2026-01-19,C1853,P0181,W003,2,4112.48,0.24,8
O32307,2025-09-05,C3161,P0093,W003,6,33423.06,0.22,11
O32308,2025-04-03,C3560,P0258,W002,8,47033.11,0.17,12
O32309,2025-12-18,C2566,P0411,W002,9,71632.18,0.03,5
O32310,2024-11-24,C1686,P0138,W002,1,6754.91,0.12,7
O32311,2025-11-04,C1204,P0057,W001,7,30828.0,0.09,3
O32312,2025-02-15,C2793,P0389,W003,3,1527.62,0.25,12
O32313,2024-12-21,C4572,P0316,W002,3,11496.99,0.04,15
O32314,2024-08-31,C1149,P0162,W001,7,13537.2,0.15,10
O32315,2026-05-10,C4855,P0296,W003,2,6040.03,0.09,14
O32316,2025-09-04,C2309,P0180,W002,4,920.16,0.19,6
O32317,2025-06-08,C1913,P0448,W004,2,3777.05,0.24,7
O32318,2026-05-28,C0918,P0090,W001,3,4500.3,0.18,12
O32319,2025-05-02,C3100,P0085,W005,1,6075.0,0.2,9
O32320,2026-03-29,C0881,P0405,W001,6,40073.4,0.09,12
O32321,2024-12-06,C3201,P0051,W002,9,33058.06,0.25,12
O32322,2024-12-04,C0027,P0204,W002,7,37444.85,0.13,8
O32323,2026-04-26,C4442,P0416,W004,9,33050.56,0.12,9
O32324,2025-05-27,C0665,P0231,W005,5,16041.57,0.02,10
O32325,2024-12-30,C0790,P0343,W003,5,14523.14,0.24,12
O32326,2026-01-12,C2871,P0288,W005,7,6068.29,0.15,12
O32327,2026-02-17,C3048,P0102,W005,10,13397.08,0.16,12
O32328,2024-11-16,C1249,P0127,W001,4,9111.81,0.07,14
O32329,2024-12-27,C1950,P0318,W005,6,35785.33,0.02,13
O32330,2024-11-12,C4703,P0023,W005,2,8887.81,0.11,1
O32331,2025-04-26,C0663,P0369,W001,1,3520.79,0.13,9
O32332,2025-03-16,C2540,P0495,W001,6,24749.86,0.08,15
O32333,2026-01-27,C3605,P0318,W004,2,10224.38,0.16,9
O32334,2025-06-16,C2719,P0011,W005,8,31196.79,0.19,14
O32335,2025-04-13,C3087,P0442,W002,9,11101.79,0.23,2
O32336,2025-08-17,C4529,P0329,W002,8,39782.53,0.19,10
O32337,2024-12-01,C1106,P0495,W004,5,18158.86,0.19,9
O32338,2024-07-08,C4083,P0455,W003,8,45671.04,0.23,9
O32339,2024-08-08,C3251,P0338,W003,9,13112.83,0.06,3
O32340,2024-09-17,C0978,P0363,W004,3,9346.86,0.09,4
O32341,2024-10-18,C4753,P0156,W004,9,18362.24,0.05,1
O32342,2026-01-18,C2922,P0306,W004,6,24379.08,0.16,11
O32343,2025-05-02,C0770,P0127,W005,4,7838.11,0.2,3
O32344,2026-03-29,C1057,P0039,W005,6,26133.79,0.1,1
O32345,2025-01-25,C0233,P0340,W005,5,34254.63,0.11,7
O32346,2026-02-10,C0152,P0415,W002,9,38514.19,0.16,8
O32347,2025-03-21,C0174,P0212,W002,3,11760.73,0.06,3
O32348,2025-11-10,C3237,P0312,W005,4,12077.31,0.2,13
O32349,2024-11-17,C4641,P0380,W003,7,42548.47,0.01,10
O32350,2025-07-21,C3877,P0379,W002,2,7982.53,0.05,4
O32351,2025-12-25,C3839,P0137,W001,3,5221.94,0.05,8
O32352,2025-10-16,C0057,P0202,W004,10,21993.44,0.2,9
O32353,2024-07-14,C2121,P0210,W002,3,7964.86,0.25,1
O32354,2025-04-05,C0124,P0227,W005,1,794.71,0.19,14
O32355,2025-04-29,C2754,P0386,W002,8,37864.32,0.07,5
O32356,2025-08-15,C0865,P0143,W005,2,11466.62,0.09,15
O32357,2025-07-07,C0898,P0266,W003,1,3271.33,0.19,1
O32358,2025-12-10,C0823,P0204,W005,1,5164.81,0.16,10
O32359,2024-10-24,C4547,P0139,W005,7,25325.38,0.2,3
O32360,2024-08-11,C0804,P0232,W001,4,20827.9,0.2,8
O32361,2025-05-07,C4796,P0482,W005,9,25709.71,0.18,4
O32362,2025-01-07,C3793,P0160,W003,4,17055.79,0.07,15
O32363,2025-10-13,C1982,P0282,W003,1,7927.78,0.07,15
O32364,2025-02-14,C1979,P0282,W003,2,15514.57,0.09,3
O32365,2025-11-22,C1909,P0138,W003,1,5910.54,0.23,10
O32366,2025-06-20,C2353,P0071,W004,5,38583.22,0.01,15
O32367,2025-03-23,C0269,P0182,W001,1,3437.04,0.08,5
O32368,2026-02-09,C4698,P0227,W005,4,2982.6,0.24,13
O32369,2024-10-29,C3204,P0398,W005,5,21021.62,0.23,8
O32370,2025-01-22,C0656,P0187,W005,5,20692.23,0.17,4
O32371,2026-03-11,C0957,P0087,W004,5,9407.66,0.05,5
O32372,2025-09-04,C0446,P0433,W004,2,6353.71,0.16,11
O32373,2025-10-19,C0846,P0176,W002,1,6050.69,0.0,10
O32374,2026-04-19,C3553,P0323,W004,8,23391.3,0.25,6
O32375,2025-05-24,C2529,P0317,W002,1,4896.28,0.05,6
O32376,2026-03-09,C4741,P0200,W004,7,2952.43,0.12,4
O32377,2026-04-19,C4783,P0283,W003,2,7875.05,0.01,2
O32378,2024-06-13,C2242,P0177,W004,1,4038.0,0.19,13
O32379,2026-03-08,C0285,P0343,W005,6,22243.34,0.03,13
O32380,2025-09-08,C0102,P0459,W005,5,20719.44,0.13,12
O32381,2025-06-18,C2148,P0268,W005,5,15950.04,0.2,11
O32382,2026-02-15,C4547,P0191,W003,4,8411.72,0.18,10
O32383,2025-01-30,C4306,P0491,W003,3,1691.27,0.16,1
O32384,2025-02-08,C3616,P0018,W002,5,10670.95,0.18,6
O32385,2025-08-02,C0513,P0367,W001,3,10323.25,0.02,11
O32386,2024-10-12,C3537,P0019,W001,10,35183.24,0.13,1
O32387,2024-08-26,C4547,P0074,W001,9,41723.53,0.11,14
O32388,2025-04-04,C4068,P0002,W003,6,1999.4,0.23,5
O32389,2025-07-08,C1495,P0463,W002,2,15218.76,0.0,14
O32390,2024-06-19,C4899,P0473,W001,1,2287.94,0.19,6
O32391,2025-07-02,C0056,P0159,W004,8,43063.11,0.11,8
O32392,2024-11-11,C2903,P0172,W003,6,23565.02,0.2,9
O32393,2026-04-07,C3910,P0006,W004,1,5107.77,0.0,5
O32394,2025-06-07,C0450,P0240,W001,7,37865.38,0.01,10
O32395,2026-05-29,C0216,P0448,W002,10,22612.59,0.09,2
O32396,2024-11-18,C4055,P0231,W004,7,22687.36,0.01,11
O32397,2026-03-05,C1966,P0472,W003,7,31678.46,0.19,6
O32398,2024-06-25,C4954,P0471,W005,4,20524.05,0.01,7
O32399,2025-08-01,C4730,P0060,W005,4,18863.83,0.13,9
O32400,2024-11-13,C3875,P0318,W005,3,16432.04,0.1,1
O32401,2024-07-22,C3532,P0288,W004,8,6690.41,0.18,1
O32402,2025-03-14,C2672,P0256,W003,10,46933.91,0.16,1
O32403,2024-10-17,C1692,P0050,W004,3,12910.05,0.17,2
O32404,2026-04-12,C2853,P0314,W001,1,304.64,0.12,9
O32405,2025-03-21,C1550,P0119,W004,8,44691.25,0.21,5
O32406,2024-07-01,C2531,P0319,W005,9,43472.07,0.01,12
O32407,2026-04-30,C3636,P0276,W003,1,2785.95,0.12,1
O32408,2026-01-01,C4609,P0442,W004,1,1377.71,0.14,10
O32409,2025-02-01,C3114,P0078,W005,3,15771.99,0.24,8
O32410,2025-04-29,C1737,P0267,W005,2,5860.56,0.16,14
O32411,2025-09-29,C3176,P0205,W004,6,3713.88,0.21,8
O32412,2025-11-21,C1117,P0408,W005,4,5621.71,0.23,10
O32413,2026-02-13,C0121,P0283,W001,7,22272.88,0.2,8
O32414,2024-08-24,C2435,P0335,W001,3,14680.21,0.06,14
O32415,2026-04-14,C4342,P0216,W002,8,42779.73,0.24,14
O32416,2024-10-06,C2229,P0323,W003,4,14346.66,0.08,15
O32417,2025-04-08,C4623,P0224,W002,2,3380.09,0.21,10
O32418,2024-10-15,C3023,P0013,W005,6,44612.51,0.09,8
O32419,2026-04-12,C3958,P0425,W003,2,3576.24,0.08,13
O32420,2025-06-07,C1917,P0188,W001,5,11464.35,0.08,12
O32421,2025-01-21,C3577,P0365,W004,9,12834.98,0.23,11
O32422,2024-07-11,C4114,P0466,W001,4,26250.73,0.1,13
O32423,2025-06-23,C3952,P0303,W004,3,8075.09,0.2,2
O32424,2025-04-04,C1843,P0303,W002,3,9488.23,0.06,13
O32425,2025-05-29,C1896,P0391,W004,9,10195.61,0.11,7
O32426,2024-11-18,C4249,P0498,W001,9,9411.9,0.01,9
O32427,2026-01-29,C2462,P0336,W001,8,20742.99,0.15,3
O32428,2025-08-20,C4484,P0410,W001,1,1623.23,0.13,7
O32429,2025-02-16,C4149,P0180,W004,8,2158.4,0.05,15
O32430,2026-02-20,C1694,P0438,W001,4,7228.25,0.05,10
O32431,2026-05-22,C0958,P0349,W003,8,54293.18,0.24,12
O32432,2024-12-19,C4954,P0236,W002,3,13836.57,0.24,15
O32433,2026-05-08,C2758,P0366,W003,9,48406.91,0.11,7
O32434,2025-03-23,C4584,P0491,W002,1,637.58,0.05,13
O32435,2025-02-16,C4299,P0351,W001,9,53270.27,0.04,13
O32436,2026-04-21,C1024,P0426,W002,10,6342.7,0.15,7
O32437,2025-02-26,C3616,P0451,W002,10,6682.04,0.13,8
O32438,2024-08-18,C0593,P0223,W005,10,42483.92,0.16,5
O32439,2026-02-02,C4970,P0490,W004,2,5072.17,0.16,3
O32440,2025-05-22,C2577,P0039,W005,5,22988.05,0.05,1
O32441,2025-12-27,C3880,P0057,W003,9,33538.15,0.23,8
O32442,2024-09-10,C1125,P0154,W004,7,27321.08,0.22,7
O32443,2026-05-30,C1709,P0338,W001,5,5967.42,0.23,4
O32444,2024-07-22,C2048,P0299,W005,8,33358.92,0.03,8
O32445,2025-06-19,C1740,P0267,W004,4,11860.66,0.15,3
O32446,2024-11-13,C2058,P0044,W005,8,30813.66,0.25,15
O32447,2024-11-25,C4860,P0284,W002,4,13429.87,0.08,1
O32448,2024-07-20,C4099,P0246,W002,10,41382.82,0.04,7
O32449,2025-05-24,C3026,P0361,W001,10,36707.22,0.09,8
O32450,2025-04-30,C1379,P0370,W003,1,2348.49,0.24,7
O32451,2026-06-05,C1859,P0228,W003,5,28284.13,0.15,15
O32452,2026-01-08,C0168,P0185,W003,6,30937.09,0.23,14
O32453,2024-09-19,C3695,P0033,W001,2,6427.14,0.18,3
O32454,2024-07-25,C1993,P0476,W002,10,41157.67,0.08,10
O32455,2026-04-14,C2646,P0312,W004,7,22720.44,0.14,6
O32456,2025-04-15,C2732,P0392,W002,5,3762.16,0.08,9
O32457,2025-09-17,C4508,P0257,W003,10,32989.04,0.2,2
O32458,2025-12-13,C1681,P0344,W002,6,8120.7,0.06,11
O32459,2025-01-27,C3058,P0012,W001,3,15629.06,0.19,8
O32460,2026-03-19,C4337,P0398,W005,9,38330.32,0.22,3
O32461,2025-07-15,C2699,P0215,W001,10,37569.59,0.16,10
O32462,2026-03-06,C1919,P0266,W003,7,26009.1,0.08,4
O32463,2025-05-19,C0143,P0042,W003,2,3111.18,0.03,13
O32464,2025-08-19,C3584,P0492,W004,2,6024.27,0.09,11
O32465,2025-04-11,C4979,P0372,W005,3,19279.88,0.05,10
O32466,2024-08-28,C1230,P0169,W001,1,519.18,0.08,13
O32467,2024-11-28,C1760,P0387,W002,2,13499.24,0.12,2
